base_course,other_course,overall
ACCT404,MISC491,0.06061031629170725
ACCT404,BUSI471,0.05962162890622885
ACCT406,ACCT403,0.0938028981489796
ACCT406,BIOL402,0.07368206909280307
ACCT406,BIOL421,0.07368206909280307
ACCT406,ACCT402,0.07136855952480659
ACCT406,PADM480,0.07005847646887817
ACCT406,CJUS400,0.06704531459793547
ACCT406,SMGT405,0.06674421259656255
ACCT406,HLTH419,0.0663476702737547
ACCT406,GLST490,0.06521849901391426
ACCT406,HIUS420,0.06282452975827363
ACCT406,ACCT470,0.061691911053970025
ACCT406,PLST400,0.060977208699803595
ACCT406,FACS491,0.06025916746457722
ACCT406,ENGE431,0.05992712831958699
ACCT406,MUSC436,0.05782693663136766
ACCT406,WRSP410,0.05761642678413886
ACCT406,BUSI487,0.05693566717812787
ACCT406,GOVT459,0.05290647906335118
ACCT406,BUSI489,0.05238512046003423
ACCT406,BUSI477,0.05231578486176334
ACCT406,RESP400,0.050819838336500694
ACCT406,ENGL414,0.05079427887564929
ACCT406,ACCT401,0.05074385232793158
ACCT406,CSIS440,0.05061395077736497
ACCT406,SMGT404,0.05038506580792655
ACCT412,ACCT401,0.20365867142462935
ACCT412,BUSI487,0.11069913313439506
ACCT412,ACCT402,0.08519494993124012
ACCT412,ACCT403,0.08455661246969305
ACCT412,CSIS484,0.0691085492413236
ACCT412,CSIS410,0.06745633499953234
ACCT412,ACCT404,0.0638361879025417
ACCT412,BUSI422,0.0596384544423543
ACCT412,MUSC436,0.05665595066444493
ACCT412,SETM415,0.05341645730232765
ACCT412,AVIA472,0.052233225872081526
ACCT412,BUSI408,0.051411828079032613
ACCT412,CSIS474,0.05060028944373361
ACCT412,BUSI482,0.050376164889590895
ACCT412,CSIS483,0.05026246179872227
ACCT412,BUSI455,0.04993949539166794
ACCT412,RLGN490,0.04938115452475729
ACCT412,WRIT402,0.04653710981407192
ACCT412,BUSI471,0.04651125446878823
ACCT412,ENGI420,0.04641394052506065
ACCT412,FACS404,0.04583992490515705
ACCT412,HSER415,0.04577390421777168
ACCT412,HSER499,0.04577390421777168
ACCT412,CMUS462,0.045706362912188644
ACCT412,BCOU450,0.04557834896054549
ACCT432,CSIS483,0.14050995031464508
ACCT432,CSIS484,0.1183072446281893
ACCT432,BUSI418,0.08365655869162124
ACCT432,BUSI409,0.08297399458986954
ACCT432,ACCT404,0.0809208785539321
ACCT432,INFO410,0.07528211539471501
ACCT432,BUSI473,0.06927987709878494
ACCT432,CSCN461,0.0686092093134287
ACCT432,BUSI443,0.06727679697720514
ACCT432,EXSC486,0.06692923012229574
ACCT432,BUSI438,0.066828489303244
ACCT432,BUSI487,0.06620108795465211
ACCT432,CSCN462,0.06572520219220562
ACCT432,BUSI471,0.06551792483888538
ACCT432,CSIS474,0.06051316434665404
ACCT432,BUSI428,0.05935700131107827
ACCT432,NURS420,0.058413679996800805
ACCT432,BUSI463,0.057732375695798366
ACCT432,SCOM490,0.05751096850904634
ACCT432,BUSI457,0.057418394204450725
ACCT432,BUSI440,0.05723659375272756
ACCT432,PLED400,0.05660375066211965
ACCT432,PLED499,0.05605472356536582
ACCT432,BUSI494,0.053752332833362976
ACCT432,CLED499,0.052921362217806085
ACCT470,BUSI454,0.34168682570631836
ACCT470,BIOL410,0.240975495105672
ACCT470,AVIA419,0.21569429914732827
ACCT470,BIOL402,0.16204177459255462
ACCT470,BIOL421,0.16204177459255462
ACCT470,BIOL465,0.16204177459255462
ACCT470,BUSI405,0.13858080620845994
ACCT470,SMGT422,0.13603808239029344
ACCT470,CINE475,0.12332262475313531
ACCT470,ACCT402,0.11751905251016159
ACCT470,CINE470,0.11504432060081465
ACCT470,ACCT403,0.1147649109092072
ACCT470,BUSI447,0.1068773428105994
ACCT470,CINE461,0.10661697618774457
ACCT470,NURS466,0.10455093403319694
ACCT470,ACCT404,0.10392621174340652
ACCT470,GEOG495,0.10351379005231712
ACCT470,BUSI471,0.10326082398633553
ACCT470,BUSI408,0.10102390907128793
ACCT470,NURS451,0.10060407235441321
ACCT470,BUSI467,0.09995672325769703
ACCT470,STAT420,0.09956380641114851
ACCT470,CINE471,0.09921213007908031
ACCT470,NURS419,0.09652628085941664
ACCT470,NURS417,0.0961410105792579
ACCT499,BUSI499,0.20227146941464746
ACCT499,CSIS499,0.2009381360813141
ACCT499,SETM499,0.17691780405301558
ACCT499,BIOL497,0.1527677788632026
ACCT499,THEA473,0.1472798390692506
ACCT499,CHMN447,0.13676756915814428
ACCT499,THEA471,0.13567145843013084
ACCT499,FACS455,0.13415430093665268
ACCT499,THEA441,0.13004542036174674
ACCT499,SOWK439,0.12237285836247319
ACCT499,WRIT497,0.12041731843148813
ACCT499,FACS470,0.11773186686570927
ACCT499,FACS422,0.11431539095883338
ACCT499,MUSC470,0.11350718188826603
ACCT499,ARTS400,0.11346820733173531
ACCT499,FACS445,0.11244956558571846
ACCT499,FACS429,0.11240729762396398
ACCT499,BCHM450,0.10957062272767841
ACCT499,EXSC461,0.10931795604776896
ACCT499,MUSC421,0.10888185785086432
ACCT499,FACS485,0.10856760880514416
ACCT499,EXSC410,0.10666022988745177
ACCT499,BCHM451,0.1065748325589724
ACCT499,ARTS469,0.10579549243759495
ACCT499,MUSC422,0.10428614660496616
ACCT511,JURI570,0.2204992687805318
ACCT511,BUSI561,0.21141889361739993
ACCT511,BUSI534,0.17859950468955268
ACCT511,LAW561,0.1424933252258606
ACCT511,BMIS570,0.1262123513638781
ACCT511,JURI560,0.11584398814611956
ACCT511,LAW506,0.10588945000775382
ACCT511,LAW582,0.1056211968294325
ACCT511,BUSI506,0.10089350872151137
ACCT511,HLSC520,0.10068551694743488
ACCT511,SMGT505,0.09694508672987091
ACCT511,JURI530,0.09467260168460588
ACCT511,JURI540,0.08758721430883572
ACCT511,LAW501,0.08534017302037322
ACCT511,LAW505,0.08142584782256004
ACCT511,LAW512,0.07891059432290924
ACCT511,LAW511,0.07864758845230416
ACCT511,JURI555,0.07854052717487865
ACCT511,BIOM513,0.0775694833647744
ACCT511,BIOM524,0.0775694833647744
ACCT511,BMAL550,0.07205817456327875
ACCT511,BMIS520,0.07177681830958656
ACCT511,JURI550,0.0697991689586833
ACCT511,JURI525,0.06896656863925499
ACCT511,LAW516,0.06851375313800974
ACCT521,BMAL530,0.07963626867710413
ACCT521,LEAD510,0.07471554926970447
ACCT521,ENGL512,0.06311457827024532
ACCT521,BMAL504,0.062202379970775455
ACCT521,BUSI504,0.062202379970775455
ACCT521,BMAL501,0.06044921457393203
ACCT521,BMIS501,0.060449214573932014
ACCT521,MGMT501,0.060449214573932014
ACCT521,EXSC525,0.05817858566113752
ACCT521,CHMN501,0.055826487300718756
ACCT521,CJUS520,0.05333841469530978
ACCT521,EDMN540,0.053270764024167735
ACCT521,BUSI535,0.0530979339085349
ACCT521,CJUS500,0.051684846008637646
ACCT521,LAW582,0.04987867244406491
ACCT521,ARTS510,0.04876132436493423
ACCT521,BUSI561,0.04867808611991334
ACCT521,MSPS531,0.048100921940847446
ACCT521,PSYC575,0.048100921940847446
ACCT521,BUSI523,0.04779277709800559
ACCT521,DSMN500,0.04744177818746177
ACCT521,BMAL570,0.04700508528457378
ACCT521,BUSI570,0.04700508528457378
ACCT521,COMS550,0.04661323552372516
ACCT521,ENGR541,0.04553872018670335
ACCT531,JURI570,0.07610884518550963
ACCT531,PSCI501,0.0673887724424149
ACCT531,CEFS522,0.0656022438374046
ACCT531,COUC522,0.0656022438374046
ACCT531,HIUS530,0.05939777487084534
ACCT531,ENGL542,0.05773758992683731
ACCT531,LAW501,0.05354139443238235
ACCT531,ARTS510,0.05116505061835632
ACCT531,HIUS542,0.04922787811940697
ACCT531,HIUS512,0.045861237381882275
ACCT531,LAW591,0.04196769813423829
ACCT531,HIUS510,0.04075698094901928
ACCT531,BMAL500,0.03816893851249061
ACCT531,ARTS501,0.037666237929230045
ACCT531,DSGN500,0.03603350121248486
ACCT531,CSIS525,0.03437630433302173
ACCT531,EDMN525,0.03304566471390458
ACCT531,CEFS512,0.03281907353194264
ACCT531,COSC512,0.03281907353194264
ACCT531,HIST502,0.03214937056557889
ACCT531,FACS530,0.032033537241875056
ACCT531,ARTS500,0.0319529818599629
ACCT531,COSC513,0.031820809715668974
ACCT531,BUSI530,0.03178191729702842
ACCT531,ADCN512,0.03174973389752915
ACCT612,STCO670,0.12128746416472624
ACCT612,ACCT618,0.1169525076793727
ACCT612,MSPS691,0.11689139800181868
ACCT612,COMS690,0.11247070608941456
ACCT612,COMS691,0.11247070608941456
ACCT612,STCO690,0.11247070608941456
ACCT612,STCO691,0.11247070608941456
ACCT612,RSCH615,0.11177263824440904
ACCT612,GLST695,0.1066616586147782
ACCT612,THEO695,0.09948017760652758
ACCT612,ENGR687,0.09941982628087463
ACCT612,ENGR688,0.09941982628087463
ACCT612,ENGR689,0.09941982628087463
ACCT612,ENGR690,0.0945792716913506
ACCT612,MUSC650,0.09246671422331267
ACCT612,WRSP650,0.08904518049408344
ACCT612,SMGT689,0.08766764229787555
ACCT612,SMGT690,0.08647774260330277
ACCT612,MRKT600,0.08589555558413466
ACCT612,CHHI695,0.08563513409924388
ACCT612,NUTR650,0.08376253531637476
ACCT612,ARTS695,0.0834693143258897
ACCT612,HLSC689,0.081432861594139
ACCT612,HLTH651,0.07813408560991696
ACCT612,ACCT614,0.07489844923521433
ACCT614,ACCT612,0.07489844923521433
ACCT614,ACCT618,0.07226958490012203
ACCT614,CJUS640,0.05835523123797567
ACCT614,CJUS620,0.05820680875028701
ACCT614,BMAL632,0.04763652818457326
ACCT614,BUSI640,0.04692201497179789
ACCT614,EDUC624,0.04167230629852918
ACCT614,ARTS635,0.041539224309580805
ACCT614,SOWK600,0.040721030289074325
ACCT614,MSPS637,0.040707479438609535
ACCT614,PSYC631,0.04070747943860953
ACCT614,LAW621,0.03973731866668402
ACCT614,OBST662,0.03769827837883461
ACCT614,CSCI601,0.03758018500953563
ACCT614,BUSI621,0.036547585719523185
ACCT614,ACCT616,0.03621281592339872
ACCT614,CSCI632,0.03621091415724989
ACCT614,MRKT661,0.03595580040891365
ACCT614,TESL602,0.034716411608730936
ACCT614,THEO650,0.03434223233778441
ACCT614,BUSI688,0.03310715128442762
ACCT614,ADCN667,0.03249774509239901
ACCT614,BUSI623,0.031334918011566626
ACCT614,APOL620,0.030973363115418207
ACCT614,BUSI630,0.030549237741238168
ACCT616,BUSI612,0.05060827669297431
ACCT616,MSPS637,0.050522930322639256
ACCT616,PSYC631,0.050522930322639256
ACCT616,THEO650,0.05050299113945698
ACCT616,SOWK600,0.04886523634688919
ACCT616,CHPL615,0.04556425681783324
ACCT616,ARTS695,0.0454803060349137
ACCT616,LING620,0.041412278414651546
ACCT616,COUC603,0.03924454697008939
ACCT616,BUSI642,0.03731670781784858
ACCT616,CEFS620,0.03722712660765076
ACCT616,PSYD601,0.03655054898376629
ACCT616,ACCT614,0.03621281592339872
ACCT616,BUSI688,0.03549290564284961
ACCT616,FIRE620,0.03518321068950559
ACCT616,SOWK650,0.034763922000531716
ACCT616,CEFS603,0.03474631842884289
ACCT616,THEO641,0.0346587645624777
ACCT616,STCO639,0.03442651863295483
ACCT616,ENGR690,0.03425085241197995
ACCT616,MRKT661,0.034074776258166094
ACCT616,BMAL632,0.03406271569777142
ACCT616,CHHI695,0.03389019589203314
ACCT616,OBST650,0.03192718486389557
ACCT616,ENGR687,0.03179389544079134
ACCT618,ACCT612,0.1169525076793727
ACCT618,CSCI612,0.10742676598996878
ACCT618,CSCI601,0.09402262881779248
ACCT618,EXSC660,0.08870886462447217
ACCT618,CRIS608,0.08035127478116932
ACCT618,PSCI600,0.0797480071745525
ACCT618,EDAS645,0.07717758773114672
ACCT618,MRKT690,0.0769182852259879
ACCT618,MRKT661,0.07430396980921992
ACCT618,ACCT614,0.07226958490012203
ACCT618,CSCI611,0.07221478055341896
ACCT618,HLTH640,0.06891301016825163
ACCT618,CSCI631,0.06814475417977532
ACCT618,NBST610,0.06537193672954571
ACCT618,BMIS662,0.06450289595095181
ACCT618,APOL620,0.06386176823549534
ACCT618,THEO610,0.06329707281603295
ACCT618,JURI615,0.063220449156952
ACCT618,PPOG640,0.06321967137816592
ACCT618,ENGL610,0.061010428322315846
ACCT618,JURI635,0.06072228375798479
