base_course,other_course,overall
BIOL416,EXSC410,0.13289600613458424
BIOL416,EXSC460,0.12727169682089268
BIOL416,THEA441,0.1251585635140574
BIOL416,WRIT497,0.12278340409276649
BIOL416,BIOL497,0.11934016669107181
BIOL416,FACS460,0.1187655157460416
BIOL416,FACS422,0.11740323885072852
BIOL416,FACS429,0.11333554182280739
BIOL416,MUSC407,0.1116577023814598
BIOL416,FACS485,0.1115792482982909
BIOL416,EXSC485,0.10615411279215928
BIOL416,MUSC404,0.10516763780077511
BIOL416,MUSC470,0.10054398845921604
BIOL416,ARTS400,0.0991678710940708
BIOL416,FACS475,0.09897735542047868
BIOL416,ARTS469,0.09838189590160032
BIOL416,FACS455,0.09807638669468224
BIOL416,CHMN447,0.09767443197307561
BIOL416,FACS442,0.09671224010592468
BIOL416,MUSC422,0.09668422191728918
BIOL418,BUSI454,0.049814384489229764
BIOL418,BUSI467,0.04623541267708398
BIOL418,CLCM415,0.042193222418774934
BIOL418,EXSC411,0.04142371673486446
BIOL418,BIOL410,0.04122727710353258
BIOL418,STAT420,0.04024931810995411
BIOL418,CINE474,0.0400172269621035
BIOL418,BIOL419,0.03726461076079317
BIOL418,BUSI455,0.03688376940103123
BIOL418,AVIA419,0.03629176669042905
BIOL418,ACCT470,0.03598759954932416
BIOL418,THEA473,0.035896432191268215
BIOL418,PSYC498,0.03552217692602734
BIOL418,BIOL497,0.035002225346982094
BIOL418,FACS455,0.03495093044525716
BIOL418,FACS491,0.03458757887392397
BIOL418,BUSI474,0.03402558405379243
BIOL418,GLST490,0.033515973447912184
BIOL418,BUSI405,0.03296121080545844
BIOL418,CLCM460,0.031651971419056825
BIOL418,ACCT404,0.03143869047854476
BIOL418,CLCM497,0.031113830323727172
BIOL418,BUSI476,0.030979153419691725
BIOL418,AVMX428,0.03074078017041134
BIOL418,ENGV425,0.03052243901767052
BIOL419,BIOL497,0.04376274834668485
BIOL419,CLCM497,0.04189866461340186
BIOL419,BIOL408,0.03832236370286092
BIOL419,BIOL418,0.03726461076079317
BIOL419,BIBL461,0.03300549704512809
BIOL419,SPAN450,0.03284760484720662
BIOL419,GOVT467,0.03209394859868921
BIOL419,WRIT417,0.030792183443275292
BIOL419,HLTH419,0.029807624114080722
BIOL419,THEO405,0.02901213604342287
BIOL419,WRIT402,0.02865108557846942
BIOL419,HLTH420,0.02811731176879667
BIOL419,EDUC419,0.027745249165948782
BIOL419,HIEU497,0.027648491999520214
BIOL419,ENGL414,0.02748176308470617
BIOL419,HIUS445,0.027417510178752526
BIOL419,RESP404,0.026992762284764237
BIOL419,GLST490,0.02642666176215718
BIOL419,WRIT491,0.026241246034787582
BIOL419,BUSI477,0.024741963014555297
BIOL419,HIST490,0.024484960231200448
BIOL419,ACCT406,0.024305032353751824
BIOL419,FACS470,0.023695863653423688
BIOL419,WMUS400,0.02363904256645727
BIOL419,ENGE431,0.023575021241538797
BIOL420,BIOL420L,0.15308955860244272
BIOL420,BIOL410,0.0854458755922268
BIOL420,MUSC424,0.04664330483575539
BIOL420,CSCN461,0.03631891270802935
BIOL420,EXSC411,0.03568279079325631
BIOL420,BIOL415L,0.032507345154014815
BIOL420,MUSC483,0.031225809166824985
BIOL420,MISC402,0.030726878804776588
BIOL420,BUSI454,0.030247947366976988
BIOL420,CLED425,0.029993639274100287
BIOL420,BIOL400,0.029659731288014895
BIOL420,CSIS483,0.029550493478366257
BIOL420,CSCN462,0.029438652196712652
BIOL420,AVIA472,0.029331647099591653
BIOL420,SOWK497,0.029075850300346987
BIOL420,MUSC463,0.028699072421545884
BIOL420,CSCN485,0.02843206825220794
BIOL420,CSIS485,0.02843206825220794
BIOL420,BIOL462,0.02828887810536055
BIOL420,CMUS462,0.028259231529194954
BIOL420,MUSC402,0.028135167380626006
BIOL420,CSIS484,0.027962875575873295
BIOL420,PSYC498,0.027436818639877885
BIOL420,SCOM420,0.027243773243668237
BIOL420,BIOL416,0.02721236844673642
BIOL420L,BIOL420,0.15308955860244272
BIOL420L,BIOL410,0.08344418320080296
BIOL420L,MUSC424,0.04664330483575539
BIOL420L,CSCN461,0.03584653251200754
BIOL420L,EXSC411,0.03549256340742933
BIOL420L,BIOL415L,0.03231711776818784
BIOL420L,MUSC483,0.031225809166824985
BIOL420L,MISC402,0.03066855088989973
BIOL420L,BUSI454,0.030247947366976988
BIOL420L,CLED425,0.029993639274100287
BIOL420L,CSCN462,0.029156499386517817
BIOL420L,SOWK497,0.028927142712274843
BIOL420L,MUSC463,0.028699072421545884
BIOL420L,AVIA472,0.02838527780413428
BIOL420L,BIOL462,0.02828887810536055
BIOL420L,CMUS462,0.028259231529194954
BIOL420L,CSIS483,0.028231829358473213
BIOL420L,BIOL400,0.028197071245033834
BIOL420L,MUSC402,0.028135167380626006
BIOL420L,CSCN485,0.027841508589702205
BIOL420L,CSIS485,0.027841508589702205
BIOL420L,PSYC498,0.027436818639877885
BIOL420L,SCOM420,0.027161285115384445
BIOL420L,SOWK439,0.0269243275370833
BIOL420L,MUSC494,0.02680967699083641
BIOL421,BIOL402,0.3660417696586664
BIOL421,BIOL465,0.29419676871102085
BIOL421,BIOL410,0.17351821546200824
BIOL421,ACCT470,0.16204177459255462
BIOL421,CINE470,0.1367305341787646
BIOL421,CINE475,0.1288857871713715
BIOL421,NURS417,0.12376055841298045
BIOL421,ACCT404,0.11859783566910839
BIOL421,CINE471,0.11793272473098153
BIOL421,CINE461,0.11694788518531596
BIOL421,NURS466,0.11407169487783292
BIOL421,NURS451,0.11181460539875568
BIOL421,NURS492,0.10602873811727725
BIOL421,NURS465,0.10602738562089427
BIOL421,NURS460,0.10447490684150693
BIOL421,NURS419,0.10248322036936411
BIOL421,CSCN481,0.10132065274643276
BIOL421,CSCN482,0.10132065274643276
BIOL421,NURS491,0.0911721613621144
BIOL421,SETM415,0.08821236798424781
BIOL421,AVIA472,0.08116927381034267
BIOL421,SCOM490,0.0806543629915467
BIOL421,ACCT406,0.07368206909280307
BIOL421,CSIS440,0.0726414381115941
BIOL421,GLST490,0.0710804673168806
BIOL435,SCOM455,0.042826501722590296
BIOL435,DIGI474,0.041493372764166855
BIOL435,DIGI490,0.041493372764166855
BIOL435,MUSC486,0.03811409661723959
BIOL435,CSIS483,0.03644084001357153
BIOL435,SCOM430,0.034985200110993875
BIOL435,SCOM490,0.034445497720582474
BIOL435,CSIS484,0.034120609255316604
BIOL435,EDSP474,0.03239955420723649
BIOL435,GEOG491,0.031995978525277954
BIOL435,PLED452,0.03195228609334394
BIOL435,AVMX428,0.030384515484160546
BIOL435,CINE471,0.030150663915931512
BIOL435,MATH410,0.029836333780654412
BIOL435,WRIT490,0.02981423969999719
BIOL435,CLED450,0.029252955282008716
BIOL435,GOVT422,0.028003352694216912
BIOL435,WELD401,0.027871750240206085
BIOL435,THEO405,0.027662425185751016
BIOL435,EXSC460,0.026537309205223007
BIOL435,CSCN443,0.026329641322473098
BIOL435,BUSI474,0.02611164839335468
BIOL435,CINE477,0.02569364518845412
BIOL435,ARTS424,0.024960869240910982
BIOL435,APOL480,0.024485939249065225
BIOL455,MISC402,0.07923010519529745
BIOL455,SETM415,0.06863065252713496
BIOL455,EXSC411,0.06446423508396239
BIOL455,EXSC485,0.05459517065577079
BIOL455,BIOL462,0.05128081552282807
BIOL455,BIOL416,0.04801946466445116
BIOL455,GEOG410,0.047803136146326364
BIOL455,EXSC461,0.046786920695274084
BIOL455,EXSC460,0.046085749020214964
BIOL455,GEOG495,0.04516946891833581
BIOL455,BUSI453,0.04462929333530525
BIOL455,MISC401,0.04448745779693457
BIOL455,ATTR406,0.04419388657575769
BIOL455,MUSC483,0.043955922726429814
BIOL455,PSYC498,0.043641296082290316
BIOL455,SOWK497,0.04323227674118267
BIOL455,EXSC410,0.043137479089092406
BIOL455,PHED405,0.04309780827557965
BIOL455,BIOL400,0.04135806606620648
BIOL455,BIOL410,0.04134761562879612
BIOL455,SOWK439,0.04050562636445927
BIOL455,SCOM420,0.039230024372506056
BIOL455,MUSC451,0.037803298248169734
BIOL455,GEOG491,0.03711916191506556
BIOL455,AVIA447,0.03700316143408843
BIOL462,CHEM461,0.11208688968110787
BIOL462,MISC402,0.10559797403759098
BIOL462,MUSC498,0.09911626747775634
BIOL462,SOWK497,0.09466168361586594
BIOL462,DIGI485,0.09121135443341037
BIOL462,SOWK439,0.08756107838221626
BIOL462,EXSC461,0.08751423453867002
BIOL462,SCOM420,0.08273939070104218
BIOL462,MUSC483,0.0816421764108516
BIOL462,FACS460,0.0813319911565592
BIOL462,MUSC451,0.08029591651930786
BIOL462,CSCN485,0.07700898828576946
BIOL462,CSIS485,0.07700898828576946
BIOL462,EXSC460,0.07649618945455969
BIOL462,GOVT494,0.07529904678279832
BIOL462,PHED450,0.07380783197646835
BIOL462,EXSC485,0.07313141793419718
BIOL462,MUSC480,0.0729085536444393
BIOL462,MUSC481,0.0729085536444393
BIOL462,MUSC484,0.0729085536444393
BIOL462,MUSC492,0.0729085536444393
BIOL462,AVIA455,0.07039781479518153
BIOL462,AVIA472,0.06970170067942474
BIOL462,CSCN461,0.0687767289171742
BIOL462,BUSI447,0.06789477947942535
BIOL465,BIOL402,0.29419676871102085
BIOL465,BIOL421,0.29419676871102085
BIOL465,BIOL410,0.17351821546200824
BIOL465,ACCT470,0.16204177459255462
BIOL465,CINE470,0.1367305341787646
BIOL465,CINE475,0.1288857871713715
BIOL465,NURS417,0.12747687842070018
BIOL465,NURS492,0.12358585620999948
BIOL465,CINE471,0.11793272473098153
BIOL465,CINE461,0.11694788518531596
BIOL465,BUSI418,0.11627040681835427
BIOL465,NURS466,0.11407169487783292
BIOL465,NURS451,0.11181460539875568
BIOL465,NURS465,0.10602738562089427
BIOL465,NURS419,0.10555784060581191
BIOL465,NURS460,0.10447490684150693
BIOL465,NURS491,0.09831542945747065
BIOL465,CSCN481,0.0953686338396343
BIOL465,CSCN482,0.0953686338396343
BIOL465,CJUS421,0.09332453540336114
BIOL465,CJUS423,0.09099726456626651
BIOL465,BIOL415L,0.0885170117026848
BIOL465,SETM415,0.08821236798424781
BIOL465,AVIA472,0.08116927381034267
BIOL465,SCOM490,0.0806543629915467
BIOL495,BIOL497,0.16541446699861834
BIOL495,WRIT497,0.16206229993467153
BIOL495,THEA473,0.1565987814054735
BIOL495,THEA441,0.14889417259607668
BIOL495,THEA471,0.14434689677803297
BIOL495,MUSC470,0.1399390400585683
BIOL495,FACS422,0.13898865367990448
BIOL495,EXSC411,0.13501512419252173
BIOL495,MUSC422,0.13433570727524988
BIOL495,MUSC421,0.13134542652916495
BIOL495,BCHM451,0.12955153569448344
BIOL495,ARTS469,0.12758365868783067
BIOL495,ARTS400,0.12714395883941235
BIOL495,MUSC407,0.12700614732124002
BIOL495,FACS470,0.12407896451798989
BIOL495,FACS455,0.12016608185183059
BIOL495,FACS442,0.11914041084133459
BIOL495,BCHM450,0.11653528051722321
BIOL495,FACS423,0.1116534860131311
BIOL495,FACS420,0.11163385315183942
BIOL495,THEO412,0.102739429282577
BIOL495,FACS445,0.1007134820432108
BIOL495,ENGL415,0.09642130065536414
BIOL495,EXSC461,0.09606496597406308
BIOL495,ENGL412,0.09579772675077242
BIOL497,THEA473,0.35410612199435054
BIOL497,WRIT497,0.33737837139161203
BIOL497,THEA441,0.3353506067264954
BIOL497,THEA471,0.32582018304259375
BIOL497,MUSC470,0.3180179451388687
BIOL497,FACS470,0.3136915740599638
BIOL497,FACS442,0.30160963410958563
BIOL497,MUSC421,0.28866827739259077
BIOL497,MUSC422,0.2877180102444478
BIOL497,FACS422,0.28644167318260483
BIOL497,FACS455,0.2791753707665519
BIOL497,BCHM451,0.2783758505848994
BIOL497,ARTS400,0.278073904787518
BIOL497,ARTS469,0.27319717556189166
BIOL497,MUSC407,0.27101650927700827
BIOL497,FACS423,0.2645014100872194
BIOL497,BCHM450,0.2629706797875011
BIOL497,EXSC411,0.25857522413148903
BIOL497,FACS420,0.24636453601082695
BIOL497,THEO412,0.23849959634157303
BIOL497,FACS445,0.2248534380506062
BIOL497,ENGL415,0.21443619587719207
BIOL497,ENGL412,0.2131220897070841
BIOL497,EXSC410,0.17804610007651026
BIOL497,MUSC471,0.17801568885114255
BIOL499,SETM499,0.17446151729469486
BIOL499,PLST499,0.1603062815828498
BIOL499,CJUS499,0.15084156656971062
BIOL499,DMCA499,0.1437232003818731
BIOL499,ARTS499,0.14372320038187308
BIOL499,INDS400,0.1122925119323824
BIOL499,INDS491,0.1122925119323824
BIOL499,FACS404,0.10303955217639688
BIOL499,FACS486,0.09097055816231729
BIOL499,FACS484,0.09019167014420769
BIOL499,CLCM499,0.07981867480295378
BIOL499,SPAN499,0.07068842577828571
BIOL499,PSYC499,0.06462067390701684
BIOL499,SETM497,0.06205181544810663
BIOL499,CMUS499,0.059981118263073334
BIOL499,PSYC440,0.05826592944285096
BIOL499,MUSC408,0.050625517867650176
BIOL499,GLST490,0.04998426521922777
BIOL499,GRMN495,0.047419237578808594
BIOL499,GRMN497,0.04644944443600865
BIOL499,FACS499,0.04638907694751253
BIOL499,GOVT487,0.043287643469350226
BIOL499,BUSI499,0.04074143808900158
BIOL499,CSIS499,0.04074143808900158
BIOL499,ACCT499,0.038172579630091366
BIOM500,MSCI500,0.2412218636442692
BIOM500,BCHM551,0.08371327406731953
BIOM500,PPOG530,0.07656983477392665
BIOM500,MSCI505,0.07563189082988399
BIOM500,MATH510,0.06759862293956219
BIOM500,CHPL500,0.0592597776753465
BIOM500,COMS542,0.05843735185245524
BIOM500,HSCO511,0.057795981732911866
BIOM500,GEOG502,0.050562073785278105
BIOM500,CSCI501,0.05048668855141072
BIOM500,JURI580,0.05044862277588441
BIOM500,BIOM515,0.050242420910286356
BIOM500,BIOM526,0.05024242091028634
BIOM500,STCO526,0.050022179445259336
BIOM500,NSEC501,0.04684912380821345
BIOM500,CSIS535,0.04637303720967609
BIOM500,BIOM503,0.04492692779028919
BIOM500,SMGT504,0.04469932734225042
BIOM500,BIOM525,0.0438387016158685
BIOM500,ARTS570,0.04282764574330987
BIOM500,BMAL550,0.042294408945782395
BIOM500,ETHM515,0.04099870182647881
BIOM500,JURI550,0.04098764318027981
BIOM500,ENGR541,0.040899777345327216
BIOM500,CJUS542,0.0400217253195283
BIOM503,MSCI505,0.13622757316431816
BIOM503,PPOL505,0.05588367735876995
BIOM503,AVIA572,0.04867809048799816
BIOM503,CHPL500,0.04764715372838925
BIOM503,ENGR595,0.04594619628021908
BIOM503,BIOM500,0.04492692779028919
BIOM503,MSCI500,0.04492692779028919
BIOM503,MATH510,0.04225981057646885
BIOM503,CEFS515,0.041694580454093286
BIOM503,COUC515,0.04169458045409328
BIOM503,AVIA525,0.04165981046547791
BIOM503,MSPS580,0.04159838535777849
BIOM503,STCO526,0.041371797911798604
BIOM503,GEOG505,0.04023331767263585
BIOM503,HIWD555,0.03996176237421375
BIOM503,CSCI501,0.039366788597032756
BIOM503,CLCM501,0.038989758163572204
BIOM503,SMGT504,0.038917309716161044
BIOM503,AVIA535,0.03846951680732276
BIOM503,BCHM551,0.0381432636993326
BIOM503,NURS506,0.03747873156567879
BIOM503,RSCH501,0.03697322286027983
BIOM503,AVIA536,0.03682019170167069
BIOM503,PPOG530,0.03627828428551447
BIOM503,HIST501,0.03620916372325165
BIOM513,BIOM524,0.4672180525827999
BIOM513,MSCI512,0.45653520553644
BIOM513,EDGT585,0.20675813572140672
BIOM513,BIOM523,0.17829884017044692
BIOM513,MSCI510,0.17829884017044692
BIOM513,MISC550,0.16053779282385372
BIOM513,ENGR541,0.1385354666031798
BIOM513,ARTS512,0.12483309613220309
BIOM513,ARTS557,0.12127885788570139
BIOM513,COSC500,0.10209072067906626
BIOM513,LAW532,0.09340660935934644
BIOM513,COSC513,0.09333958937520594
BIOM513,ENGL595,0.08457649099673953
BIOM513,ACCT511,0.0775694833647744
BIOM513,ENGR595,0.07659566390095206
BIOM513,MSPS541,0.07390344579873123
BIOM513,ENGR504,0.06417498221877954
BIOM513,BIOM515,0.06168114320082063
BIOM513,BIOM526,0.061373226578420696
BIOM513,EDST585,0.058942105065821794
BIOM513,EDST586,0.058942105065821794
BIOM513,EDST587,0.058942105065821794
BIOM513,MSPS520,0.058818533397869785
BIOM513,ADCN512,0.05438395059093098
BIOM513,BIOM525,0.051971267546350654
BIOM515,BIOM526,0.16799716039508616
BIOM515,BIOM525,0.1611804017102249
BIOM515,MSCI520,0.10582159441396842
BIOM515,MSCI522,0.10582159441396842
BIOM515,BIOM523,0.09777102632307341
BIOM515,MSCI510,0.09777102632307341
BIOM515,MSCI512,0.07793477366238133
BIOM515,MATH510,0.06925223183412281
BIOM515,BIOM513,0.06168114320082063
BIOM515,BIOM524,0.06168114320082063
BIOM515,EXSC510,0.05685103124453181
BIOM515,PPOG530,0.05368249196530784
BIOM515,CHPL500,0.05212998245658269
BIOM515,MSCI505,0.05172101777898
BIOM515,ETHM514,0.050440067194427535
BIOM515,COMS542,0.05039398780342315
BIOM515,BIOM500,0.050242420910286356
BIOM515,MSCI500,0.050242420910286356
BIOM515,SMGT504,0.05022780759450426
BIOM515,CSCI501,0.049192572525616776
BIOM515,STCO526,0.04670034496532716
BIOM515,COMS560,0.04549735948975006
BIOM515,PPOG503,0.04535603184992702
BIOM515,BCHM551,0.044305800230235934
BIOM515,CJUS550,0.04147826908304639
BIOM523,MSCI510,0.25228736612171987
BIOM523,MSCI512,0.22033906787838747
BIOM523,BIOM524,0.17829884017044695
BIOM523,BIOM513,0.17829884017044692
BIOM523,MISC540,0.11308704765818721
BIOM523,BIOM515,0.09777102632307341
BIOM523,BIOM526,0.09693929316140118
BIOM523,OBST515,0.09284323723773236
BIOM523,CJUS542,0.0896725217811422
BIOM523,BIOM525,0.08430896797316892
BIOM523,LAW571,0.07059277592040919
BIOM523,COMS542,0.06943839483873547
BIOM523,CJUS536,0.06564531584781468
BIOM523,ETHM541,0.06332633357586764
BIOM523,ARTS571,0.05937560021461327
BIOM523,CJUS550,0.05923503969181361
BIOM523,EDSP521,0.05777034155032332
BIOM523,CHHI520,0.057650218120319924
BIOM523,JURI525,0.056236871931763154
BIOM523,NBST500,0.05553574907189393
BIOM523,HUMR501,0.05551071540067853
BIOM523,SPAN503,0.054971124114748374
BIOM523,HUMR500,0.05462499834294295
BIOM523,ENGL501,0.054542005752140535
BIOM523,COSC501,0.05395507119588246
BIOM524,BIOM513,0.4672180525827999
BIOM524,MSCI512,0.45653520553644
BIOM524,EDGT585,0.20675813572140672
BIOM524,BIOM523,0.17829884017044695
BIOM524,MSCI510,0.17829884017044695
BIOM524,MISC550,0.16053779282385372
BIOM524,ENGR541,0.1385354666031798
BIOM524,ARTS512,0.12483309613220309
BIOM524,ARTS557,0.12127885788570139
BIOM524,COSC500,0.10209072067906626
BIOM524,LAW532,0.09340660935934644
BIOM524,COSC513,0.09333958937520594
BIOM524,ENGL595,0.08457649099673953
BIOM524,ACCT511,0.0775694833647744
BIOM524,ENGR595,0.07659566390095206
BIOM524,MSPS541,0.07390344579873123
BIOM524,ENGR504,0.06417498221877954
BIOM524,BIOM515,0.06168114320082063
BIOM524,BIOM526,0.0613732265784207
BIOM524,EDST585,0.058942105065821794
BIOM524,EDST586,0.058942105065821794
BIOM524,EDST587,0.058942105065821794
BIOM524,MSPS520,0.058818533397869785
BIOM524,ADCN512,0.05438395059093098
BIOM524,BIOM525,0.05197126754635066
BIOM525,BIOM526,0.16140653938283422
BIOM525,BIOM515,0.1611804017102249
BIOM525,MSCI520,0.12831697491416705
BIOM525,MSCI522,0.12831697491416705
BIOM525,BIOM523,0.08430896797316892
BIOM525,MSCI510,0.08430896797316892
BIOM525,MSCI512,0.06493316063410422
BIOM525,MATH510,0.05934833626748208
BIOM525,EXSC510,0.053519250576985436
BIOM525,BIOM524,0.05197126754635066
BIOM525,BIOM513,0.051971267546350654
BIOM525,ETHM514,0.05122392370828474
BIOM525,COMS542,0.04930099824054166
BIOM525,PPOG530,0.04789837098162162
BIOM525,CSCI501,0.044122148811688855
BIOM525,MSCI505,0.04409150805580044
BIOM525,BIOM500,0.0438387016158685
BIOM525,MSCI500,0.0438387016158685
BIOM525,PPOG503,0.04295389064537858
BIOM525,INFO545,0.04279896312683912
BIOM525,BMIS530,0.042291406674970757
BIOM525,CHPL500,0.04187853546100497
BIOM525,SMGT504,0.04143537333325907
BIOM525,COMS522,0.04042417267714611
BIOM525,BMAL550,0.040245249202034525
BIOM526,BIOM515,0.16799716039508616
BIOM526,BIOM525,0.16140653938283422
BIOM526,MSCI520,0.1070502181239606
BIOM526,MSCI522,0.1070502181239606
BIOM526,BIOM523,0.09693929316140118
BIOM526,MSCI510,0.09693929316140118
BIOM526,MSCI512,0.07715966295152214
BIOM526,MATH510,0.06910783350204744
BIOM526,BIOM524,0.0613732265784207
BIOM526,BIOM513,0.061373226578420696
BIOM526,EXSC510,0.056704284999596566
BIOM526,COMS542,0.05510789068622968
BIOM526,SMGT504,0.05507350596641742
BIOM526,PPOG530,0.05347865857859394
BIOM526,CHPL500,0.05212998245658267
BIOM526,MSCI505,0.05172101777898
BIOM526,BIOM500,0.05024242091028634
BIOM526,MSCI500,0.05024242091028634
BIOM526,ETHM514,0.05000402393656125
BIOM526,CSCI501,0.04899691086570311
BIOM526,PPOG503,0.04696879587977229
BIOM526,STCO526,0.046700344965327156
BIOM526,COMS560,0.04520386699987957
BIOM526,BCHM551,0.044305800230235934
BIOM526,CJUS550,0.041322621185685325
BIOM600,MSCI640,0.47214866283237816
BIOM600,ACCT642,0.15368068915666777
BIOM600,JURI615,0.08449136247695596
BIOM600,GLST630,0.0801631421354026
BIOM600,THEO615,0.07292759240827092
BIOM600,DSGN625,0.07156433963409722
BIOM600,DSGN651,0.06989583743008101
BIOM600,ENGR639,0.06137001405017527
BIOM600,EDLC623,0.06005213426407077
BIOM600,ETHC620,0.058712876001235384
BIOM600,CHPL615,0.05206288398980383
BIOM600,THEO650,0.05191812861385318
BIOM600,JURI635,0.0514113138210998
BIOM600,MSPS691,0.05110165479457826
BIOM600,PSYC644,0.04735802116287426
BIOM600,ETHM688,0.046226364749789764
BIOM600,SMGT690,0.04478780501294532
BIOM600,EDAS645,0.04453169839428951
BIOM600,NUTR647,0.043824028970693193
BIOM600,WRSP645,0.04296875
BIOM600,ENGL608,0.04269420019995762
BIOM600,CHPL681,0.04253757810675006
BIOM600,EDGL627,0.042093569315293046
BIOM600,SMGT689,0.04006773361002042
BIOM600,PSYC636,0.03989116218145651
BIOM610,MSCI650,0.22690941523811858
BIOM610,GLST650,0.1201629572114375
BIOM610,HSMF620,0.0870465469526937
BIOM610,WRIT611,0.08376556945558453
BIOM610,EDUC662,0.0687590965086673
BIOM610,BIOM613,0.06758956746952428
BIOM610,PSYC642,0.06696631241569696
BIOM610,ENGR635,0.0647011388756597
BIOM610,COMS624,0.06313691864199845
BIOM610,BUSI685,0.06184060764063018
BIOM610,COMS630,0.061705651533506954
BIOM610,GLST605,0.0612148572966361
BIOM610,COMS632,0.05940868164396476
BIOM610,WMUS637,0.058191745025747914
BIOM610,BMIS690,0.057915951567130516
BIOM610,COMS622,0.05691003047333522
BIOM610,STCO622,0.056743237062379104
BIOM610,STCO639,0.056511855547131534
BIOM610,PPOG635,0.0543441564984337
BIOM610,PSYC621,0.053601808221194834
BIOM610,NBST610,0.052380952380952375
BIOM610,EDUC600,0.05218972362588921
BIOM610,GLST600,0.05206451619417192
BIOM610,GLST675,0.05156017696381576
BIOM610,BUSI644,0.05075404055184006
BIOM613,EDUC665,0.1861976887357843
BIOM613,EDUC658,0.1677496205227289
BIOM613,EDUC662,0.16011787323936816
BIOM613,SOWK697,0.14768925147129816
BIOM613,ENGR639,0.13566444786304033
BIOM613,EDGT692,0.12821927866721367
BIOM613,ENGR635,0.12227167371645783
BIOM613,RSCH615,0.11915473094964399
BIOM613,ENGR637,0.11903490068521333
BIOM613,CHPL699,0.1136592312092228
BIOM613,YOUT630,0.11176186581392995
BIOM613,EXSC699,0.10594549952199785
BIOM613,SOWK644,0.10593730799492664
BIOM613,PPOG600,0.09692923216964053
BIOM613,ENGR631,0.0962844930090021
BIOM613,THEO654,0.0962811245915573
BIOM613,COSC691,0.0914258614631598
BIOM613,YOUT615,0.08974421277301872
BIOM613,HLSC689,0.08821805510036794
BIOM613,THEO641,0.08629111503288933
BIOM613,TESL699,0.08323788451335773
BIOM613,NGRK695,0.07969009938979674
BIOM613,CEFS691,0.07660615468887441
BIOM613,HSMF620,0.06998729680884895
BIOM613,BIOM610,0.06758956746952428
BIOM615,MSCI660,0.29969940819796603
BIOM615,BIOM623,0.07680300794993118
BIOM615,ENGL612,0.0563070726771977
BIOM615,PPOG625,0.05009273992449413
BIOM615,CJUS640,0.04400250770203941
BIOM615,CHHI660,0.04370591051374368
BIOM615,EDMS650,0.042252827196856725
BIOM615,PPOG641,0.042089743735843
BIOM615,EXSC635,0.039345765278171775
BIOM615,ENGL613,0.039076313239628534
BIOM615,BIOM613,0.038768811766424334
BIOM615,PSYC621,0.038530235607109845
BIOM615,HSMF620,0.038516231732218506
BIOM615,THEO678,0.03826996076271078
BIOM615,SUBS606,0.03725774497314706
BIOM615,CHHI650,0.0372042184120283
BIOM615,APOL679,0.035988197669915414
BIOM615,PACO625,0.03550495402054065
BIOM615,ENGL637,0.03533277964216394
BIOM615,BIOM610,0.03434191445496749
BIOM615,NBST610,0.03408597183225597
BIOM615,ENGL607,0.033985135790389226
BIOM615,GEOG630,0.03389013383654812
BIOM615,PSYD615,0.03341953634115561
BIOM615,ACCT642,0.03312525945541013
BIOM620,MSCI670,0.25691729238422023
BIOM620,MSCI690,0.07370501294584461
BIOM620,BIOM630,0.0713901981310298
BIOM620,SMGT631,0.06592941136398899
BIOM620,CLCM600,0.06400673696138318
BIOM620,NUTR642,0.05821492430367063
BIOM620,CRIS609,0.05163352359292691
BIOM620,MUSC640,0.051447656892195895
BIOM620,LING610,0.05075515096344229
BIOM620,EXSC650,0.050549974456748796
BIOM620,EDGT674,0.050423847093079684
BIOM620,EDGT678,0.050423847093079684
BIOM620,EDGT680,0.050423847093079684
BIOM620,CRIS607,0.04980201681666922
BIOM620,MUSC692,0.04944956414320381
BIOM620,WMUS692,0.04944956414320381
BIOM620,CRIS605,0.04920374565153996
BIOM620,BMAL640,0.04898045072231216
BIOM620,EXSC640,0.04717175956833995
BIOM620,WRSP641,0.04680694030315677
BIOM620,HLTH626,0.04528699441206804
BIOM620,WRSP671,0.04501458321170828
BIOM620,PPOL652,0.04416375307338582
BIOM620,MUSC620,0.04262249634374483
BIOM620,CSCI612,0.04244421583912515
BIOM623,NURS627,0.07903561388106416
BIOM623,BIOM615,0.07680300794993118
BIOM623,BUSI644,0.0724513894746015
BIOM623,EDUC662,0.072327506260627
BIOM623,NURS629,0.0711685419241297
BIOM623,SMGT623,0.06957959645600897
BIOM623,WRIT611,0.06360557062941069
BIOM623,JURI600,0.0633728029497555
BIOM623,EDUC600,0.061706998777509375
BIOM623,PSYD610,0.06039284767706764
BIOM623,PSYC642,0.05820902833292933
BIOM623,NURS628,0.05779290928794128
BIOM623,PSYD605,0.0566261035530682
BIOM623,PSYC621,0.05468110416797289
BIOM623,MSCI660,0.05454966452340207
BIOM623,MSPS610,0.05430532046664269
BIOM623,PSYC645,0.05430532046664269
BIOM623,BUSI623,0.05328054859976307
BIOM623,ATTR680,0.05313299015261244
BIOM623,PSYC676,0.052293363461521976
BIOM623,PSYC640,0.047120338689379926
BIOM623,WRIT651,0.045673110192069676
BIOM623,MSPS637,0.04560431081702536
BIOM623,PSYC631,0.04560431081702536
BIOM623,PPOG641,0.04493042742050937
BIOM625,MSCI680,0.13998415696792754
BIOM625,MGMT620,0.036896071281292346
BIOM625,CSIS657,0.03247663810864393
